bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,yr_built,price
2,1,1260,5000,220,1951,436500
4,3.5,4730,13586,460,1935,2453500
3,2.25,2330,4000,810,1927,680000
5,3,2170,2440,720,1911,750500
5,2,2450,9488,1210,1900,550000
4,1.75,1880,7632,700,1978,266500
4,2,2300,3400,750,1915,619000
5,3.25,2900,12160,1010,1967,790000
4,2.75,1240,3867,440,1987,400000
4,2,2240,7725,1120,1956,450000
3,2,1480,5000,730,1928,595000
3,2.25,2270,8876,890,1977,332000
3,1,1250,6250,220,1949,155000
5,2,1930,9747,910,1962,400000
4,1.75,1700,7800,580,1981,349000
5,1.75,1880,10000,920,1963,405000
4,1.75,1640,4240,720,1921,635200
3,1.5,2600,5085,1200,1940,540000
6,4.25,6980,15682,1650,1999,3100000
3,1.5,1460,5040,360,1971,329932
4,1.75,1990,4725,800,1944,445000
3,3,2600,5238,710,1989,525000
3,1.5,2240,3800,870,1929,510000
4,2.25,1960,8680,670,1959,723000
3,2,2590,108900,610,1988,503000
3,1,2110,10005,1000,1924,475300
4,4.25,4960,6000,1280,1909,1425000
3,1.75,1940,7313,500,1960,685000
3,3.25,1730,1229,410,2008,645000
3,1.75,1680,3000,840,1900,425000
4,3.25,4140,20734,840,1977,2400000
3,2,1550,8509,400,1959,369000
6,2.75,5700,20000,2850,1977,1385000
2,2.5,1740,2500,530,1994,650000
4,3.25,4240,25639,690,1989,625000
3,2.25,1590,11745,500,1978,190000
4,1.75,3420,7200,1650,1947,715000
4,2.5,3190,11375,980,1946,659000
3,1.75,1920,5405,960,1947,490000
3,1.75,1700,8400,240,1947,750000
4,2.5,2310,3570,820,1927,700000
3,1.75,1510,44000,270,1989,425000
4,2.25,2060,8470,620,1983,655000
5,2.5,3090,23265,100,1957,458000
4,1.75,2500,92347,1000,1970,950000
4,2.25,1820,20349,480,1977,465000
3,2.25,1820,8058,560,1974,425000
5,3.75,3990,18897,900,1937,740000
2,1,1880,7560,940,1919,280000
3,1.75,2580,11000,1290,1951,459900
4,2.75,2600,4674,1040,1976,750000
4,3.5,5550,28078,2200,2000,3710000
5,2.75,2220,4000,990,1973,427000
4,3,2840,4120,780,1931,735000
3,2,1330,6000,700,1900,240000
4,2,2340,50233,1170,1966,568000
3,1.75,2180,10230,1090,1961,325000
4,3.5,3760,5000,900,2014,919204
3,1.75,1620,7330,530,1974,459000
3,1.75,1790,12000,750,1960,243000
4,3.5,3480,7232,900,1926,1505000
5,3,3640,8239,1100,1982,1595000
3,1.5,2030,8880,700,1963,404000
3,2.75,2930,5569,1070,2004,559900
2,2.5,1380,1073,240,2011,285000
3,2,1720,5525,760,1941,500000
2,1,1210,4800,150,1950,380000
2,1.75,1710,4234,380,1920,405000
3,2,1760,5000,800,1920,629000
4,2.5,2460,5000,840,1938,965000
3,1.75,2160,6272,770,1960,820000
4,2.25,1990,4600,570,1932,661000
4,2,1850,7560,310,1978,250000
4,3.5,4370,8510,760,2003,1965221
2,1,1110,6800,110,1947,440150
2,1,1170,6000,200,1941,455000
3,2.5,1960,7200,980,1940,635000
3,2.25,2130,8721,560,1987,316000
3,2.25,3020,43560,300,1969,955000
3,1.75,1890,7004,600,1965,465500
4,2.5,2430,14400,760,1963,645000
4,2,2360,6000,1100,1939,730000
3,2,1750,15500,260,1982,472500
4,1.75,1790,11875,300,1969,410000
4,2.75,2340,11034,620,1967,440000
4,3,4500,21780,1460,1980,870000
3,1.75,2770,39927,1190,1978,492000
5,2.5,3020,21441,1510,1978,320000
3,1.75,1990,5650,670,1963,345000
3,1,1450,8820,400,1958,274950
2,2.5,1175,1366,435,2005,342000
5,2.5,3990,3839,2000,1962,610000
2,1,1140,5720,290,1947,455000
4,1.75,1720,4240,260,1925,540000
4,2.75,2150,9915,910,1976,411000
3,2.75,2180,7519,870,1981,568500
3,2.25,1410,1290,120,2004,391000
3,2.5,1495,936,90,2006,400000
3,2.25,1660,6000,550,1979,425000
3,1.75,1370,3850,600,1911,850000
4,2.5,2200,4000,770,1908,930000
4,2.25,2220,8872,1110,1961,495000
3,1.75,1620,4200,790,1945,500000
4,2.5,3030,9687,1010,1998,471000
3,2,1440,5600,720,1942,230000
4,2.5,2170,9600,710,1980,550000
4,3.75,2930,3200,800,1925,1100000
3,2.75,2390,9313,1000,1942,689800
3,2,1360,5120,450,1924,430000
3,2.25,1840,3500,300,1910,785200
3,1.75,2220,132858,1110,1988,435000
5,3.5,3490,9680,1030,1980,941500
2,1,1230,6600,100,1906,440000
3,2.25,3800,33825,470,1976,575000
5,2.75,2040,7488,840,1969,449500
3,2,2140,4923,1070,1928,710000
3,1.75,1660,9600,280,1981,420000
3,2.25,1540,5338,770,1954,312000
3,2,1880,10758,940,1952,320000
4,2.25,3720,12384,1860,1970,875000
3,2.25,1870,9000,430,1978,425000
3,1.75,2000,10182,600,1963,560000
5,2.5,2070,12000,730,1967,613000
4,3,4590,9150,1100,1981,960000
2,1.75,1220,5000,360,1921,253000
4,2.25,1790,7203,680,1973,430000
3,2,2060,4040,940,1947,605000
6,1.5,2550,33740,800,1958,375900
3,1.75,2880,18296,1300,1958,285000
4,2.5,1960,14242,670,1958,600000
3,3.25,1530,1602,390,2013,320000
4,1.75,2200,7475,1100,1955,375000
3,1.75,1460,10584,470,1997,240500
3,1.5,1650,9380,520,1978,320000
5,2.5,3200,17204,1040,1952,1270000
3,2.25,2080,4252,530,2003,270000
3,1.75,2640,8000,1320,1960,1025000
3,2.5,1720,8755,720,1983,275000
5,3.5,3880,13885,1340,1979,1126000
3,1.75,2090,4725,480,1947,865000
2,1.75,1500,6800,590,1942,437000
5,3.25,3410,9088,650,1912,2400000
3,2.25,1500,7615,350,1984,219950
4,1.75,1720,7200,500,1974,161700
5,2.5,2650,11455,1250,1961,565000
3,2,1990,3990,860,1912,760500
5,2.75,2660,8737,1190,1969,1100000
4,2.5,4060,9734,1910,1977,603500
5,2.5,2300,23345,1130,1967,453500
6,2.75,2630,16411,980,1974,583000
4,2.75,2540,7210,940,1979,335000
4,2.25,2500,8500,900,1978,646000
3,2.25,2370,9619,720,1973,746000
4,1.75,2020,7029,590,1979,532000
3,2.5,1520,2208,480,2007,499950
3,2,2260,11305,1130,1986,400000
3,2.25,1830,7897,540,1986,572000
3,2,1350,11150,240,1995,310000
5,3.5,3280,4000,840,2003,989000
3,3.25,4720,32467,1530,1998,860000
3,1.75,1840,5101,800,1952,411715
3,1.5,1020,9072,100,1930,489000
3,1.5,1810,29308,860,1983,261000
2,1.75,1650,4000,700,1947,355000
3,1.5,2080,5244,890,1959,399950
3,2.25,2430,5500,620,1989,791000
3,2.5,1710,2300,140,2005,539000
5,2.5,2730,17240,1070,1958,545000
4,3,4410,5104,1010,2006,765000
3,2.5,1780,1487,180,2006,586500
3,2.5,2680,9750,1070,1979,653000
3,2,1750,9750,400,1961,279950
3,2.75,2390,9966,1030,1977,565000
4,2.25,2400,5350,940,1929,620000
3,1,1690,4250,670,1967,269000
3,3.5,3250,6000,750,2001,875000
4,3.75,4610,40202,2110,1980,630000
4,1,2000,4676,750,1916,450000
5,2.5,2920,5568,600,1906,875000
3,2.75,3150,219978,150,1990,685000
5,3,2440,4750,990,2006,495000
6,4.5,3902,3880,1120,1977,1300000
5,4.75,5180,17811,1110,2001,1075000
4,1.5,1920,10403,550,1959,210000
5,2.5,2490,7666,1000,1989,292000
4,3,1980,7931,820,1983,395000
4,2.25,2070,13084,370,1967,795000
4,4.25,5660,193593,1560,2001,955000
4,2.75,2420,10962,890,1977,725000
4,3.75,2810,10840,740,1994,492000
3,2.5,1510,10384,480,1976,250000
3,1.75,1910,4800,830,1959,700000
4,2.75,2020,10720,600,1976,555000
3,1.75,2340,4206,1170,1917,640000
3,1,1430,3840,480,1945,466500
3,1.5,1180,12324,380,1981,372500
5,4.5,4400,15580,1010,2003,1800000
4,1.75,1830,29110,600,1990,610000
2,1,1190,7408,360,1941,229000
4,3.25,4160,35654,1400,1973,530000
3,3.5,1690,1432,330,2008,499000
4,3.5,3500,8547,1000,1994,799000
4,2.75,2330,7642,530,1990,257000
3,1.5,1890,9450,800,1957,270000
4,1.75,2000,6032,700,1959,453500
3,2.25,1710,11500,500,1978,385000
4,2,2660,3900,1180,1923,886000
3,2.25,1530,1245,480,2014,465000
3,2.5,1480,1485,200,2007,584000
3,3,1390,1080,250,2006,275000
4,2.5,2820,6180,770,2013,735000
2,1.5,1490,4080,560,1956,389250
3,1.5,1750,12500,600,1954,315000
3,1.5,1900,5000,260,1926,550000
3,1.75,1910,12596,570,1977,415000
3,1.75,1470,6250,400,1939,432000
3,2.5,2700,9994,1350,1959,402000
4,3.25,3450,11240,1020,1960,1035000
3,2,1970,9600,670,1967,294700
4,4,4270,6002,1090,2004,1300000
3,1.5,2170,16600,1040,1979,1150000
4,2.75,3270,50994,550,1983,435000
5,2.75,2440,8000,1200,1972,525000
4,2.75,2880,5750,1170,1928,920000
2,1,1730,9610,350,1962,200000
2,2.25,2460,16940,530,1936,1370000
4,1.75,2050,94525,800,1959,455000
3,2.5,2030,2805,310,2001,471000
3,1,1840,8100,920,1953,185000
3,2.25,2270,23900,450,1975,680000
4,2.5,1990,2175,310,2005,595000
3,1.75,1980,3300,840,1926,660000
5,2.5,4600,19831,2300,1956,805000
5,2.75,4400,18500,2150,1963,1120000
4,3.5,3010,3600,640,1999,1280000
3,2,2260,9568,480,1985,539000
4,3,2720,3800,920,1919,739000
2,1.75,1740,5400,750,1946,452000
2,2,1405,1073,265,2007,405000
6,2.5,3820,53173,1780,1974,611000
2,1,1440,3225,480,1915,445000
4,3.25,4420,7850,1270,2001,2700000
5,3,2870,4369,780,2007,540000
3,2.75,3400,7200,930,2009,530000
3,1,1410,5060,500,1956,410000
3,1.75,1640,13500,530,1940,450000
5,3.5,4220,26784,2110,1958,1635000
4,2.5,4250,19387,990,1972,1339000
3,1.5,1860,7963,660,1963,288350
3,2.5,2850,10474,1120,1954,1150000
4,1.75,1920,7665,420,1975,341000
3,2.25,2190,7149,950,1963,539950
5,1.5,2520,5753,1010,1928,250000
3,1.75,2050,3520,980,1977,568000
3,2.25,1890,7200,660,1973,435000
3,1.75,2240,8153,1120,1948,440000
4,2.5,2030,3905,400,1926,831000
4,2.5,2700,5100,1260,1968,550000
4,3.5,3730,15029,1290,1991,599950
4,3.25,2050,5000,680,1987,750000
4,2.75,1990,7252,720,1999,270000
2,1.75,1060,1241,100,2008,352750
4,2.5,2730,4800,500,1909,980000
3,2,1310,2550,530,1986,428000
3,1.5,2070,5386,930,1948,559000
4,1.75,1980,9000,500,1978,213000
3,2.5,2630,10100,1050,1967,852500
3,1.75,2210,16200,820,1958,625000
3,3.5,1500,1249,260,2004,489000
3,2.5,1720,1715,480,2004,398000
2,1.5,1340,1210,220,2008,345000
3,2.5,1480,1590,330,2010,315000
4,2,2750,7807,500,1916,571000
3,1.75,1760,26055,840,1979,225000
3,1.75,1420,7650,320,1984,310000
3,2,2080,3880,920,1954,700000
5,3,3670,10583,1610,1952,569000
6,1.5,1930,8400,900,1971,175000
5,2.25,1970,15247,520,1986,435000
3,1.75,1540,6909,620,1955,345000
4,2,2180,3870,1160,1900,558000
3,2,2220,10275,580,1980,490000
3,1.75,2430,9133,1020,1978,335000
4,1,1120,2685,260,1939,100000
3,1.75,2040,7281,1020,1962,253000
5,3,2830,7500,370,1923,1240000
3,1.75,2290,14800,670,1965,470000
4,1.75,2320,4322,1180,1910,480000
3,1.75,1820,5500,200,1957,659500
2,1,1740,3622,790,1924,315000
3,1.75,1590,7560,460,1984,250000
2,1,1380,5000,510,1943,268000
4,1.5,1680,11123,550,1959,380000
2,1,1220,3000,300,1926,499000
3,3,2940,4622,710,1988,1070000
5,3.25,5270,17232,1260,1977,1795000
3,2,2110,5150,1030,1919,516200
4,1.75,1720,8750,860,1971,385000
4,2.5,3340,12248,870,1998,870000
3,1.5,2010,9480,440,1951,429950
3,3.5,2440,3427,450,2000,710000
5,2.5,2550,20875,940,1953,895000
3,2.5,1780,6771,550,1990,310000
3,2,2180,4976,500,1930,555000
5,3.25,2750,7500,600,1937,750000
3,1.75,1870,7189,600,1959,433000
3,1.75,2050,11856,590,1962,655275
5,3.75,3630,6000,1160,2004,1180000
4,1.75,2440,5000,1100,1954,566000
3,1.75,1760,8400,300,1960,680000
4,2.5,2530,7563,1090,1978,400000
4,2.75,2490,9714,1090,1983,608000
4,4.5,3870,35889,1340,2001,589900
5,2.5,2732,9500,862,1975,480000
5,3.25,3230,3825,750,2014,1059500
2,2.25,1060,1208,120,2005,499950
3,2.5,2070,13241,800,1910,850830
3,1.75,1730,8400,330,1980,522000
4,2,1680,5000,700,1950,588000
6,5,3440,4500,160,2007,495000
6,3,4250,4400,1230,1902,665000
2,1.75,1640,4080,800,1921,527000
2,1.5,1295,1093,190,2007,487028
3,1.75,1790,27427,660,1978,325000
5,4.5,10040,37325,2360,1940,7062500
4,3.75,2690,4000,570,1909,800000
5,3.5,2100,5107,690,1999,295000
3,2.5,3370,19585,170,1951,515000
1,1.75,750,20339,200,1946,355000
4,2.5,3320,11901,670,1977,852600
3,1.75,1720,5899,500,1986,514000
3,1.5,1270,1318,190,2004,386000
4,2.25,2030,13500,800,1963,335000
4,2.75,2490,17833,1000,1979,740000
4,1.75,1470,5350,490,1955,465000
3,2.75,2500,7378,1110,1948,700000
3,3.25,1460,1592,330,2006,350000
3,1.75,1550,3680,500,1927,530000
4,1.75,2460,5100,1010,1909,735000
3,2.5,2180,15693,330,1979,545000
3,1.75,1570,4875,260,1977,214950
5,6.25,8670,64033,2550,1965,2888000
3,2,2060,4437,1030,1929,460000
4,2.5,2090,9702,770,1965,465000
4,2,2090,3610,300,1927,619400
3,1.75,2430,14607,1200,1949,762400
5,3,2510,4125,920,1925,881000
4,2.75,3370,6675,1450,1948,813000
2,1.5,982,846,176,2006,250000
5,2.25,3200,20158,1600,1965,1325000
3,3.5,3950,111078,1490,1989,784000
4,2.5,3140,9225,1370,1966,578000
3,1.75,1970,7972,600,1976,501000
5,4.25,4860,9453,1760,1905,2250000
3,2,2460,6600,1090,1952,678500
3,1,1330,15678,430,1984,405000
3,1,1050,5664,140,1947,445000
3,2.5,1910,1501,380,2007,585000
3,1.75,1800,6000,900,1950,381000
3,1.75,1840,9697,340,1985,235000
2,1,1510,4032,200,1935,575000
4,2.25,2300,4600,960,1904,350000
5,2.75,2820,4608,1370,1967,599000
4,2.5,3200,7500,1340,1948,1184000
3,2,2420,17859,920,1979,795000
5,1.75,2460,6846,1120,1911,445000
3,2.75,1900,6400,490,1942,706000
3,3.25,1651,1779,310,2008,363000
2,1,1430,3000,130,1929,620000
4,2.5,5730,44947,1450,1991,1228000
2,1.5,1630,3780,740,1940,448000
3,2.5,2050,6420,320,1956,670000
5,3,1880,5000,780,1997,310000
3,3,2790,12523,1190,1977,835000
3,1,1710,6556,510,1926,440000
4,2.5,2210,8465,720,1990,294000
4,2,2710,4750,1250,1919,656500
3,3,2340,2970,180,1925,660000
4,1.75,1880,3880,790,1944,560000
4,1.75,1870,5200,670,1937,594000
4,1.75,1890,6000,780,1947,430000
3,2.75,1560,7392,530,1972,440000
3,3.25,1470,1235,290,2008,300000
5,3.5,2320,4960,600,1926,822500
6,3.75,3010,4360,1010,2014,1125000
3,1.75,1840,8601,920,1905,285000
3,1.75,1820,9545,590,1976,350000
3,1.75,1980,13503,660,1952,810000
4,2.25,2010,7575,790,1974,440000
4,2.5,2750,4800,790,1905,1030000
4,2,3140,10875,1200,1939,775000
5,2.25,4200,5800,1290,1906,1335000
3,1.75,1900,8540,950,1980,235000
3,1,1830,3000,400,1926,499950
5,2.75,3320,23760,1130,1975,622500
4,2.5,2700,10814,1140,1966,300000
2,1.5,1800,26615,560,1987,345000
3,1,1870,2807,290,1927,585000
4,2.5,2540,6365,670,2000,380000
4,2.5,1930,8660,810,1981,250600
3,1.5,1650,9957,550,1961,369500
3,1.75,2350,20820,550,1978,615000
3,1.5,1210,5240,600,1983,305000
5,2.75,3100,10014,1440,1973,975000
3,1.75,1850,6869,750,1919,459950
4,2.75,2020,7070,1010,1958,513000
3,2.25,1580,12177,380,1981,475000
4,2.5,2420,10285,720,1958,760000
5,1.5,2540,6660,200,1954,1120000
5,2.5,3210,12000,1380,1968,725000
3,2.25,1920,4833,860,1921,385000
3,2.5,4310,32093,1800,1982,1735000
3,2.5,1070,1155,350,2005,330000
3,2,2250,8800,1000,1925,589000
2,2.25,3170,3000,1180,1900,1695000
3,1,1460,7200,200,1906,538000
3,1,1540,3399,340,1926,530100
3,2,2910,6600,990,1900,718500
3,1.75,1640,7437,550,1948,556000
4,2,1520,19672,500,1920,171000
4,3.5,3200,3250,530,2007,795000
3,3,1384,1287,240,2006,575000
3,2.25,1410,1287,120,2005,379500
3,2,1510,6710,440,1972,397500
5,2.75,2920,11880,1260,1968,850000
2,1,1980,5000,890,1923,496752
3,2.5,1890,4838,160,2002,269950
3,1.75,2140,9484,850,1953,650000
3,2,1900,8100,950,1940,520500
5,3,2430,8000,1060,1957,506000
3,1.75,1550,4708,690,1949,460000
4,2.25,3040,5000,960,1926,1735000
3,1.75,1990,5560,890,1939,763101
2,1.5,1090,4000,120,1951,460000
3,1.75,1770,8235,740,1960,295000
4,3,2360,6250,900,1960,418000
3,3.5,3380,108900,680,1999,554000
2,1.75,1600,4000,750,1918,690000
5,3,1940,6355,740,2007,300000
4,2,1810,8750,700,1967,304000
4,1.75,1690,4080,820,1984,385000
4,2,1800,2970,800,1923,415000
4,2,1240,3000,200,1908,375000
1,1,960,2640,200,1908,332000
3,1.75,1540,10800,770,1947,500000
4,2.5,2810,9800,1100,1973,825000
4,4,3530,8400,900,1958,1095000
3,2.5,1940,9775,500,1975,545000
3,1.75,1750,12325,280,1968,499000
3,2.5,1830,65340,310,1991,427000
6,1.75,1840,2774,780,1900,660000
3,1.5,1760,6723,600,1958,470000
4,2.5,2240,9826,870,1988,220000
2,1,890,2100,130,1919,460000
3,3.25,2940,5432,500,1978,1712500
3,2.25,2670,7500,1030,1966,465000
3,1,1120,2300,300,1912,552000
4,2.5,1740,7500,520,1976,518000
4,3.5,3290,5414,930,2006,899950
3,1,1770,5720,630,1926,373000
2,1,1200,4880,220,1943,245000
6,2.25,3550,11780,590,1948,450000
4,2.75,2610,4160,700,1910,650000
5,2.5,2760,8015,1160,1960,378000
4,1.5,2220,9496,730,1954,921000
3,1.5,2040,6000,700,1957,335000
4,2.5,3070,34412,1000,1950,1920000
4,3.5,4140,7089,980,2003,850000
3,2.75,2670,3738,950,2013,798800
3,2.5,1350,1186,230,2007,468500
5,1,1710,9100,390,1926,560000
3,2,1870,5909,600,1986,259000
5,3.5,3130,4797,560,2014,866059
3,1.5,1880,7400,400,1968,405000
4,4.25,3010,4887,1070,1951,870000
3,2.25,2280,5750,1130,1985,475000
4,1.5,1550,3000,200,1918,458000
4,1.75,1740,9344,560,1978,204950
3,2,1730,9000,360,1978,430000
3,1.75,1440,12888,350,1958,260000
4,1,1720,2800,520,1926,547000
4,2.25,2030,11585,440,1967,545000
5,6.75,9640,13068,4820,1983,4668000
4,1,1920,13787,700,1966,170000
3,2.5,1530,9406,260,1993,332000
3,3.25,2420,1923,580,2006,1010000
4,3.5,2650,3060,590,2001,1008000
3,1.5,1270,20700,120,1948,260000
4,2.75,3150,38865,670,1986,854000
2,2.25,1230,932,210,2004,479000
3,1.5,1430,7347,610,1980,198000
3,1.75,2180,7700,700,1961,506000
2,1.5,1480,7276,540,1978,269500
3,2,2340,3477,1170,1971,560000
4,3.5,3860,18334,740,1996,840000
3,1.5,1450,7375,440,1968,402000
2,2.75,1430,1425,435,2006,465000
4,2.25,1930,7207,570,1988,280000
6,1.75,2740,6360,1370,1953,675000
3,2,1880,3800,850,1927,667500
3,2.25,2880,7599,1170,1958,1538000
4,2.75,2250,7412,770,1975,345000
4,3.75,4100,22798,1560,1934,2027000
3,3.25,4340,4947,1280,1993,2475000
4,3,3700,20570,1850,1976,1728000
5,2,2700,10875,1160,1962,580000
4,2.5,2650,11520,540,1988,720000
7,4.25,3670,4000,870,1964,824000
3,1.75,2960,12420,1480,1952,936000
3,2.25,1230,1238,150,2009,435000
3,3.5,4360,6240,1400,2008,1555000
3,3.25,2770,6278,790,2006,461000
4,3.25,4290,12103,1600,1997,1384000
3,1.75,1700,8432,470,1977,475000
3,2.25,1720,9000,400,1969,274500
4,1.75,1770,9011,720,1983,264950
3,1.75,2040,6000,920,1958,555000
4,1.75,1980,10800,990,1948,711000
5,2.5,3600,17300,1190,1968,403500
4,2.5,4270,43386,1590,1991,975000
4,2,2030,9600,600,1947,253779
5,2.75,2870,4461,1220,1976,646000
5,3.25,3850,16249,820,2002,507000
3,2.5,1560,9361,200,1936,545500
3,1.75,1180,4080,420,1928,450000
4,1.75,1820,8118,740,1980,264000
3,2.5,2640,6715,960,1991,365000
3,2.75,2200,7000,920,1977,325000
4,1.5,2050,7100,1000,1963,265000
5,1.75,2150,7171,690,1970,279950
3,1.75,1970,8200,550,1963,540000
4,2.5,2660,12672,920,1960,310000
3,2,2020,5500,230,1937,1400000
3,1.75,2920,9370,1300,1981,650000
4,4.25,4850,12445,1000,1989,3000000
3,1.75,1670,6900,500,1978,239950
6,1,1370,5080,250,1931,175000
5,3.5,3450,28324,1100,1972,850000
4,2,1970,10500,150,1961,410000
5,2.5,2240,7543,1100,1966,469000
2,1,1240,6400,180,1938,559000
3,2.5,2420,43177,730,1989,739888
4,3.5,4680,9700,1320,2005,1160000
4,1.75,1770,9375,600,1968,507000
4,2.5,2570,9000,980,1979,287500
3,2,1670,7700,500,1972,424000
3,1.75,1050,6150,100,1928,400000
5,2.25,1870,11411,700,1961,554000
4,2.25,2190,4080,390,1918,855000
5,2.5,2220,9360,1110,1968,299000
3,1.75,1510,4800,650,1925,465000
3,3.5,1360,1419,320,2007,515000
3,2.25,1490,1294,270,2010,309000
2,2.5,1430,923,20,2008,485000
3,2.5,1940,9000,970,1948,576000
3,2.5,2160,3000,900,1909,378750
4,3.25,3620,5131,1270,1927,1525000
4,3,2620,18362,750,1956,659500
3,2,2140,7200,660,1966,346150
4,4.5,4750,13912,1150,2005,1309500
2,1,1620,9205,770,1921,350000
3,2.75,2020,10744,750,1954,519000
5,4.75,5990,10450,1940,2002,2200000
6,2.75,2520,9324,1200,1962,410000
3,2.25,1640,7350,500,1984,221000
4,2.25,2150,20181,1060,1963,380000
2,1,1570,8210,420,1952,506000
4,1,1980,10350,550,1968,395000
3,1.75,1900,3000,830,1903,311000
3,3.5,3870,3819,1110,2002,1440000
3,2,1340,4320,420,1912,186000
4,2.25,2160,5600,1080,1947,756000
4,2,2080,13510,1040,1950,248000
4,2.25,1820,8255,500,1930,399888
4,2.25,2370,6000,930,1959,899000
3,1.75,2310,11200,680,1978,385000
4,2.25,2060,10358,740,1962,558000
3,1,1320,8450,440,1961,232500
4,2,1790,14690,120,1960,240000
6,2,1670,3000,770,1911,680000
4,3.5,3820,13224,540,1990,1240000
4,3.25,2520,3360,970,1931,618250
2,1.75,1590,5136,270,1927,850000
3,1.75,1840,5000,920,1910,499000
4,2.5,2270,9247,770,1972,619850
3,2.5,2840,48716,970,1994,500000
3,2.25,1600,10240,510,1979,390000
3,3.5,3390,10078,350,2012,750000
3,2.75,1910,7280,750,1979,441000
7,3.5,4640,15235,1780,1965,1950000
3,1,1500,4000,600,1925,395000
4,3.5,2970,14486,630,1997,905000
4,2.5,1890,12236,660,1978,378000
3,2,1430,3480,450,1947,450000
4,1.75,2050,10920,600,1974,790000
4,1,2080,5500,1040,1941,480000
3,2.25,2870,8170,620,1995,850000
4,3.25,3940,27591,500,2000,725000
3,1.5,1520,4288,500,1949,380000
3,2.25,1940,11612,840,1981,359950
4,2.25,2870,5453,650,1926,665900
5,2.5,2200,4080,780,1916,547000
2,1.75,1760,4400,880,1930,640000
3,1.75,1780,8085,570,1976,477000
4,2.25,2450,21000,800,1954,455000
3,3.5,1890,1710,250,1999,587206
3,1.5,1860,60960,720,1967,291000
4,2,2200,7700,1100,1979,279000
2,1,1260,3960,570,1925,412000
5,3,3110,12429,1320,1977,436500
3,3.25,3050,18892,1400,1962,950000
1,1,800,16306,120,1931,250000
6,4.25,6900,244716,2080,2002,1135000
5,2.75,3260,11700,1630,1964,681500
5,4,3366,7800,400,1937,1300000
5,3.25,3840,4800,1090,2008,1462497
4,4.5,3850,13551,850,1998,995000
3,2.25,1790,10209,500,1967,425000
4,3,3740,30884,680,1988,869000
