bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,yr_built,price
3,3.25,2660,4000,490,2003,915000
4,2,3140,10437,1100,1959,925000
6,4.5,5480,10800,1050,1999,2400000
4,3,1630,7626,520,1990,482500
4,2.25,2420,7927,1020,1973,400000
2,1,1240,27042,240,1943,355000
3,2.25,2060,9552,450,1975,885000
5,2.75,2280,10319,980,1959,420000
4,2.25,2170,9665,870,1976,488800
4,2,2120,11479,1060,1940,489000
7,5.5,6630,13782,1700,2004,1240000
5,2.25,2290,7420,1000,1973,359900
3,3,4910,43560,910,1989,1080000
5,3,2630,3149,960,2013,420000
3,3.25,1530,1565,250,2005,654000
2,1,1230,1820,400,1948,375000
3,2.5,2200,20000,800,1952,1100000
4,1.5,1550,9176,550,1956,418000
4,1.75,1780,2788,890,1943,442900
3,1.75,2610,5544,930,1934,750000
2,1.75,1330,6000,370,1914,565000
4,3.5,3530,14406,960,1987,874150
4,2.5,2040,8400,620,1963,500000
3,2.5,2050,40003,480,1977,439500
3,1.75,2870,5000,1030,1907,802000
4,2.5,2130,7300,900,1963,732600
3,2.5,2060,5750,730,1976,577000
3,2.25,2380,11824,930,1972,800000
3,1.75,1560,7207,310,1983,440000
7,3,2800,9569,1400,1963,350000
6,2.75,2660,8400,1110,1962,603500
4,2.5,1850,5040,620,1930,449000
3,2,1200,5029,320,1937,420000
4,2.25,2270,5102,930,1954,735000
3,2.75,1100,750,320,2008,286000
3,3.75,1950,8625,590,1959,345100
3,2.5,1500,1375,300,2014,649950
3,2,1890,1599,460,2012,458500
4,1.75,2110,7208,940,1975,324000
3,2,2950,12196,640,1918,495000
3,1.75,1560,5223,750,1940,399950
3,1.75,1840,7412,600,1976,269500
4,2.5,1830,7345,290,1973,494000
4,1.75,2120,7420,1060,1956,453000
3,1.75,1600,10280,550,1977,442500
4,1.75,1450,8891,270,1962,235000
3,1.75,1270,8100,390,1950,346000
3,1,1150,8145,160,1932,290000
3,2,2420,38781,1210,1949,349900
3,2.25,1470,2500,390,1984,490000
5,2,2130,4180,860,1926,615000
3,1.75,2390,7149,1040,1955,396500
6,2.5,2890,8122,1260,1977,502000
4,2.5,2170,8518,820,1955,415000
4,1.75,2160,4333,900,1942,450000
2,1.75,2260,280962,370,2005,649000
4,3.5,3910,59863,1420,1987,780000
4,1.75,1700,20283,360,1965,400000
3,1.75,1800,6000,900,1905,471001
4,3.75,3520,3944,1320,1913,1220000
3,2,1820,5000,100,1941,750000
4,2,1730,3884,670,1924,569000
3,2.25,1580,39189,400,1992,425000
4,3,3520,4895,1540,1954,800000
4,2.5,2650,30500,970,1960,715000
3,2.25,1780,7280,440,1972,449500
5,3.5,3500,10155,930,1996,905000
3,1,1830,8004,630,1960,403500
3,1.5,1420,1192,280,2008,345000
3,2.25,1300,907,300,2006,562500
5,3,3190,7081,1300,2013,664950
5,3.25,2910,5027,870,2013,515000
3,2.5,3310,5300,870,2008,670000
3,1.75,1520,6380,730,1948,438000
4,1.75,2330,5000,820,1929,687500
3,2.5,3170,12750,810,1995,405000
3,3.5,2130,6150,600,1908,819000
3,1,1660,11783,500,1978,367500
4,2.75,2610,8760,850,1978,762500
3,2.5,2410,64073,590,1976,625000
2,1.5,1580,3680,300,1941,530000
2,1,1270,5000,180,1949,615000
2,2.25,2550,6000,690,1902,660000
4,1.75,2700,27072,1320,1958,314900
2,1,2034,13392,875,1947,549000
3,2,1230,11413,240,1984,400000
6,2.75,2840,8346,1420,1961,665000
5,4.75,6390,13180,1830,1940,2466350
4,2,2470,5080,500,1948,339000
3,1.75,1720,4080,760,1924,615000
4,3.25,3090,9571,720,2004,751000
4,1.75,2320,3825,500,1926,941000
3,2.5,1500,5412,600,1920,485000
3,1,1100,4128,380,1942,339000
3,1,1490,7435,370,1969,258000
2,1.5,1200,1259,200,2013,455000
4,2.5,1890,8505,600,1980,437000
3,1.75,2200,9840,700,1978,689000
4,2.5,2510,7992,900,1978,319000
3,1.75,2000,9900,520,1957,440000
3,1,1480,7284,510,1963,336500
4,1.75,1850,6000,580,1944,230000
3,2.25,1430,2003,450,1996,457500
3,1.75,1840,11440,500,1977,366000
4,2.5,3220,15600,1540,1973,1250000
4,1.75,1760,6204,580,1950,343500
4,3.25,4690,14930,1010,1995,600000
5,2.5,2360,11375,1180,1962,317000
3,2.25,3060,9950,1250,1930,970000
3,2.25,1670,7881,480,1977,252000
3,1.5,1820,5756,180,1946,683500
3,2.5,1970,9607,880,1988,289000
2,2.25,930,747,300,2007,355000
4,1.75,1540,5120,770,1943,395000
5,2.75,2730,22572,650,1968,599000
3,2,2540,4750,700,1930,845000
4,3,3330,4000,1540,1958,850000
3,2.25,2400,5000,960,1926,575000
4,2.25,3550,13900,1720,2010,859000
4,1,2550,4000,180,1905,890000
3,2.5,2180,7508,760,1962,400000
3,4.5,4380,47044,660,1968,995000
4,3.5,3770,37034,940,1989,1229000
4,1,1530,8890,550,1925,352000
4,4,3570,8250,710,2013,597326
3,2.5,1670,8364,370,1990,270000
2,0.75,1440,3700,240,1914,562100
5,3.5,3100,10200,1440,1970,905000
3,1.5,1840,5000,500,1915,750000
4,2.25,2100,9984,810,1973,418800
4,2.5,2180,3375,760,1926,657000
4,2.25,2050,9583,280,1965,386000
5,3,2790,19439,1290,1973,589950
3,2.25,1700,3333,600,1924,575000
5,2,2000,4211,720,1908,690500
3,1.5,1190,4750,220,1940,500000
6,2.25,3040,28535,1150,1951,330000
3,1.5,2330,11740,1000,1954,450000
4,2.75,2840,4000,880,1912,870000
4,2,1780,5336,850,1918,315000
5,3.25,4500,9648,1500,1968,860000
4,2.25,2000,3672,350,1926,402000
6,2,1900,8240,700,1964,305000
3,1.5,2680,4775,800,1913,1355000
3,2.25,1640,8400,460,1968,245700
4,2.75,1910,16532,490,1940,650000
5,2.25,2140,7910,1070,1962,530000
3,2.25,2680,9162,1110,1978,599990
5,3.5,5850,22885,1180,1978,1700000
2,1,2060,8398,800,1962,270000
3,2.25,1270,1406,210,2014,594000
4,2.75,2310,5650,980,1952,450000
5,2.5,2700,16570,950,1967,744500
4,2.5,2760,6000,530,1942,760000
2,1.75,1610,6300,600,1941,346500
3,1.5,1580,8184,440,1954,260000
3,1.75,1620,6000,580,1947,640000
5,3.25,3160,5000,980,2005,957000
5,2.5,2700,21208,750,1955,625000
4,1.5,1880,6200,440,1954,680000
2,1,1380,4390,500,1931,450000
4,2.75,2890,6825,1330,1973,585000
4,2.5,1950,2617,700,1910,519000
2,2.25,1350,1493,300,2007,395000
3,1.75,2450,2691,700,1915,937000
4,1.75,2085,174240,475,1964,563500
3,2,1700,11475,730,1945,225000
3,2.5,1730,8490,520,1969,460000
2,1.75,1950,10766,790,1952,669000
6,3,3110,5000,1300,1921,725000
4,3.5,3320,19850,1280,1977,1025000
5,3.5,2720,7598,860,1993,690000
4,2.5,3200,22651,1590,1970,385000
3,2.75,2850,14800,930,1976,775000
3,2.75,2600,5875,1000,1929,805000
5,2,2080,16117,340,1959,254000
6,3.5,3600,6875,860,2004,620000
4,2.75,2110,8751,600,1962,435000
4,2.5,2550,19017,1250,1961,460000
2,1.5,1370,1221,290,2008,446000
4,2.75,2530,7350,1250,1977,354950
5,3,3690,49709,1000,1960,575000
4,2.5,1940,10200,800,1977,315000
4,2.5,2160,7826,770,1976,440000
4,2.25,2600,9900,1000,1965,270000
4,2.75,2880,4000,780,1912,755000
3,2.5,2490,4000,820,1918,1145000
3,3,3760,8500,700,1910,1250000
4,1.75,1720,6975,300,1975,580000
4,2.5,2480,16360,970,1959,560000
2,1.75,840,3340,140,1912,450000
4,3.5,3190,5040,1030,2003,1340000
3,3.25,3740,136915,640,1990,710000
4,2.75,2620,4743,1310,1949,815000
3,2,1660,3729,690,1922,638000
3,2.5,3240,8016,330,2004,600000
3,1.75,2430,5000,670,1945,626000
3,1,1640,12384,550,1954,253500
3,1,1310,9612,350,1962,150000
3,1.5,2120,6290,900,1949,440000
3,1.75,3320,478288,1060,1933,667000
4,3,4040,20001,2020,1972,1388000
4,3.5,3370,5000,900,2008,900000
5,3,4480,5000,1060,1902,1990000
3,3,2480,5500,750,1950,1387800
4,2.5,3230,12100,1360,1977,827000
5,2.5,2500,9583,1200,1979,235000
3,1.5,2380,14500,530,1961,370000
3,2,1480,3876,620,1928,663000
4,3,1930,3031,730,2006,330675
4,3.25,3060,3898,760,2014,782900
3,3.25,1370,913,270,2006,390000
3,2.25,2400,5300,1150,1939,672500
4,2.25,2020,8424,640,1979,464900
4,2.25,2300,7700,920,1959,417000
4,2.75,2300,37533,750,1979,453000
3,2.5,1660,1545,260,2002,700000
4,3,3900,9750,1380,1972,1619999
4,2.5,2110,35091,820,1985,460000
3,1.75,1960,6380,980,1939,561500
4,1.75,2440,7350,830,1978,330000
3,1.75,2410,8944,550,1967,415000
3,2.5,1630,7950,310,1985,279000
5,1.75,2330,14322,1150,1968,350000
4,2.25,3190,11597,890,1984,750000
2,1,1050,2570,200,1927,430000
5,2.5,2500,7200,1010,1977,661500
5,2.75,3650,13297,900,1969,1195000
5,2.5,3260,24300,950,1950,755000
6,4,3120,4240,1030,1993,315000
5,1.75,1890,5000,800,1906,523460
3,1.75,1780,10409,500,1981,342000
4,4.25,4390,13833,1070,2003,1050000
2,1.5,1640,4080,100,1916,710000
4,1.75,2860,48351,1150,1978,530000
5,1,1170,6757,370,1944,397000
3,1.5,1200,6240,170,1952,718500
4,1.75,2420,37800,540,1981,602000
3,3.25,2310,3075,580,2005,589500
3,2.25,1490,1212,450,2011,735000
1,1.5,1170,1456,100,2007,235000
3,4.25,2820,7200,360,1930,1600000
3,1.5,1500,5000,360,1927,470000
2,1,1050,2542,170,1904,650000
5,2.5,2670,16777,1050,1920,585000
4,2.5,2190,11500,760,1972,699900
3,2.5,1700,9100,540,1998,475000
3,1.75,1700,17355,500,1978,314500
3,3.5,1360,1275,120,2007,397000
5,2.75,2130,6222,830,1991,325000
4,2.75,2950,15540,830,1974,402000
3,3,3790,5001,980,1989,1165000
3,1.75,3600,8666,1200,1948,461000
4,2.25,2500,4046,980,1940,669500
3,2.25,2090,10733,650,1958,491950
4,2,1360,60548,400,1960,263400
3,2.75,1300,14197,440,1996,245000
3,1,1580,6300,400,1925,535000
4,3,2330,3497,410,2003,490000
4,2.25,2070,39446,600,1977,445800
3,2.25,1720,9600,500,1967,550000
2,1.5,1190,3400,200,1919,441000
5,4.25,4830,8050,1120,1914,1925000
5,3.25,2820,6589,500,1906,408000
4,3,2440,9664,550,1981,480000
4,2.75,3220,4392,900,1931,880000
5,3.5,5000,26540,1590,2008,1730000
4,1.5,2750,128502,1250,1958,550000
2,1,1320,9967,380,1919,255000
3,2.5,3350,4007,800,2005,635000
3,2.5,2650,2387,820,1920,850000
2,2,1860,10856,600,1952,265000
4,1.75,2010,6300,400,1937,972000
3,2,1890,29185,420,1949,570000
4,2.5,2680,12215,1090,1956,1309500
3,2.5,1460,1613,280,2007,544000
3,2.5,3180,7904,1370,2006,439000
4,2,1880,3840,910,1904,435000
5,3,2870,5700,920,1964,765000
4,1.75,2120,9786,480,1967,492650
3,2.5,1220,1330,210,2008,457000
3,3.5,3830,221284,300,1993,800000
3,2.5,3660,39478,400,1989,530000
4,3.5,3400,3850,610,2008,1198000
3,2.5,1680,11312,600,1959,330000
2,1,950,4500,100,1926,500000
2,1,1250,3825,400,1929,459500
4,1.75,2550,8976,1250,1978,328950
6,2.75,2630,9420,120,1900,1297000
4,3.25,4350,112750,2150,2006,850000
3,1.75,2050,9580,650,1984,540000
3,1.75,1990,9594,800,1977,507500
5,5.5,7050,42840,2730,1978,3800000
3,2.25,2440,47916,350,1991,485000
3,1,1640,12855,140,1920,1014250
4,2.5,2840,12866,1060,1977,729032
3,2.75,3890,7216,630,1967,1080000
4,2.75,3770,10900,700,1924,1695000
3,2,1410,6413,500,1947,590000
3,2,2500,4080,820,1922,695000
3,2,2570,28500,600,1983,660000
3,2.75,2090,9620,750,1987,300000
5,2.25,2980,7781,1400,1960,600000
5,3.25,3350,4000,840,1997,1110000
2,2.5,1050,1029,100,2007,332888
5,2.25,3740,32481,1500,1958,392000
3,3.25,3140,5445,900,1913,1640000
4,2.5,2180,10140,1000,1968,540000
4,3,2130,6325,690,1948,620000
3,2,1240,11172,240,1984,401000
5,3.25,3130,12087,950,1975,500000
3,1.75,2530,35150,730,1977,375000
4,4.75,3970,9778,580,1928,2300000
3,2.25,1920,9680,620,1961,260000
4,2.75,2970,12750,840,1918,1565000
4,1.5,1550,5053,370,1963,433000
4,2.75,2200,9778,1100,1962,505000
3,2.25,3530,17450,1690,1930,2367000
4,3,2890,6885,1300,1945,476000
4,3.5,4270,5800,1100,1937,1356925
3,2.5,2390,1984,170,2008,629800
3,2.5,1450,1053,510,2008,460000
2,2.5,1160,1458,120,2012,525000
5,2.25,2900,10300,1450,1985,675000
3,1.75,1540,3000,770,1920,512031
3,2.5,3280,10302,1600,1970,1075000
4,2,2430,8960,1000,1960,255000
3,2,1660,15050,400,1983,453000
5,3.25,3760,9792,1210,1984,851000
3,2.25,2080,12134,550,1973,605000
4,2.25,1950,5950,620,1947,895000
5,2.25,2570,13054,1100,1950,519000
3,1.75,2330,12141,940,1983,535000
3,2.25,1920,7738,400,1965,250000
3,2.25,1900,3960,700,1905,580000
4,2.25,2940,48788,1420,1961,605000
4,3.5,2500,3080,690,2008,599950
5,1,1590,6700,500,1942,185000
4,3,3550,12327,1370,1990,720000
3,1.75,2680,8625,1090,1974,575000
3,2.5,2390,34041,550,1984,339950
3,3.75,2670,6517,650,1977,732000
4,1.75,2400,7700,900,1927,389000
3,1.75,2270,11472,900,1956,645000
4,2.75,2160,5005,730,1987,550000
2,1,2160,12960,800,1968,305000
2,1.5,1570,3600,250,1906,782000
5,2,2190,9072,1080,1965,600000
4,2.25,2430,4748,800,1928,723000
3,3,1820,1641,280,2006,625000
4,2,2100,13468,1050,1962,475000
2,1,1310,7128,370,1980,253000
4,2.5,2190,9880,780,1979,630000
5,2.5,2950,5500,1230,1918,660500
5,1,1870,7800,290,1962,262000
3,3.5,4660,5500,1620,1909,2147500
2,2.5,3180,9400,570,1985,1411600
2,1,1500,4000,400,1933,736000
3,1,1580,7424,570,1962,305000
4,3.5,3390,3979,780,2014,1054690
3,2.5,2280,2502,400,2006,567500
3,4.5,3850,62726,730,2013,915000
4,1.75,2600,11325,990,1969,304900
4,2.25,2230,7200,930,1963,400000
3,1.75,1830,7969,900,1950,312500
3,1,1740,10875,720,1962,267000
3,1.75,1530,6743,120,1955,575000
3,2.5,3230,5000,800,1945,850000
3,3.25,3620,4000,890,2005,1015000
4,1.75,2080,7200,1030,1966,198000
4,2.5,2230,8624,800,1969,565000
5,3,3420,18129,880,1952,1195000
8,2.75,2790,6695,1320,1977,340000
5,3,2190,4900,700,1940,588000
3,2.5,2780,33503,670,1969,1140000
3,2,2300,13418,870,1955,610000
4,2.5,2020,4350,290,1943,554729
5,1.75,1840,10453,480,1948,395000
4,2.25,2060,11385,860,1962,264500
3,1.5,1810,5080,780,1958,430000
4,3.25,2980,3600,830,1999,1625000
2,2.75,1350,1252,230,2006,405500
4,2.5,2360,10000,380,1977,633000
4,2.5,2800,10786,1380,1970,605000
5,3.25,2740,9629,1350,1977,515000
3,2.5,1930,1348,630,2005,439990
2,1.75,1410,1005,510,2011,399900
4,4.25,5010,19412,1010,2014,2351956
4,2.25,2920,6513,660,1937,1738000
4,3,3130,5700,1380,1953,671000
3,1.75,1470,4950,440,1984,459500
3,2.5,1540,1326,150,1995,499000
4,2.5,3160,4620,1140,1917,1280000
3,1.75,1320,2500,450,1918,530000
4,1,1660,4704,400,1930,548800
4,3,3040,36246,360,1923,870000
4,3.25,4100,241322,1600,1981,775000
6,3,4050,36171,1430,1970,670000
3,2.25,1680,9090,550,1959,480000
6,3.5,3000,8401,1500,1979,527000
3,1.75,2220,11646,950,1950,320000
4,2,2600,4800,1200,1953,780000
2,1,1500,6685,310,1926,245000
2,1.5,1130,746,100,2009,536000
3,2.75,1830,1850,140,2011,593000
2,2,1580,5750,790,1910,558000
5,2.5,2510,8050,1020,1977,475000
3,2.5,3110,6765,560,1946,1636000
3,2.75,2760,8476,1070,1967,821000
5,2,2800,17788,1400,1963,665000
4,2,2530,5650,620,1910,631500
3,2,1640,2808,820,1924,570000
2,1,1060,7700,240,1981,170500
4,3.25,3770,4103,1060,1925,1450000
3,2.5,1601,2491,65,2007,378000
2,2.25,1060,1209,120,2006,505000
5,2.5,2820,9375,1270,1968,527700
2,1,1080,2674,360,1919,315000
3,2.25,2120,14915,400,1979,332000
3,2.25,1900,46609,460,1969,600000
2,2.5,2560,2500,870,1901,780000
4,2.25,2600,6390,1210,1978,245000
2,1,1060,3040,200,1924,480000
3,2.25,2220,4060,890,1993,330000
5,2.75,2510,9180,910,1975,695500
5,2.5,2340,13713,670,1967,235500
3,2.5,3420,25150,1670,1987,789900
4,2.25,1950,9800,620,1968,560000
4,2.25,2060,7283,840,1963,410000
3,1,1650,6400,670,1954,371500
4,1.75,2100,11942,1070,1964,368000
4,3,3720,57499,1840,2003,650000
4,3.5,5270,53428,1830,2004,782000
4,2.25,1900,7200,530,1977,485000
4,2.75,2230,9640,910,1998,435000
4,2.75,2250,3433,750,1927,1050000
4,3,3580,9316,1210,1991,711600
3,2.75,3176,13391,450,1985,819000
4,2.5,3180,31931,790,1978,1115000
3,2.25,1940,5980,420,1987,580000
3,2,1550,6039,720,1942,430000
4,3.5,3960,6654,1110,2006,1195000
3,1.75,1660,9673,530,1976,375000
3,1.75,1550,9720,500,1976,255000
2,2.5,1785,779,190,1975,530000
5,2.75,3500,5040,550,1927,970000
3,2,2560,14680,1230,1987,599000
4,5.25,6500,14986,1320,2001,2458000
4,1.75,2790,17476,1340,1956,568000
2,1.5,1920,3408,960,1912,517000
3,2.5,3490,8343,1340,1939,1675000
6,2.75,4710,11000,1020,1931,2180000
3,2.5,3480,7800,1730,1941,950000
3,3.5,2490,3582,770,2005,550000
4,2.5,1984,32400,420,1962,380000
4,3.5,3370,3634,620,2007,812000
3,3.25,1450,1387,270,2013,320000
5,2.75,1970,5400,650,1986,399950
3,2,1970,4166,700,1929,550000
3,1.5,1940,9887,800,1969,232500
4,3.5,3550,11000,1290,1999,1355000
4,2.75,2910,18700,700,1957,749950
3,1.75,2140,40098,650,1950,507000
4,1.75,1880,8800,750,1960,284000
3,3.25,2220,8227,450,1929,569000
6,3.75,4000,6015,920,2004,570000
5,3.25,3320,11340,840,1999,409124
5,1.5,1730,9230,720,1962,287000
4,1.75,2000,3988,1000,1958,810000
4,2.75,2910,6308,1270,1985,525000
4,2.75,2100,4480,320,1928,679000
6,4.5,4230,6420,1870,1916,1465000
3,1.75,1660,6250,830,1980,410000
3,1,1450,7200,440,1969,306000
4,2.5,2920,5500,890,1957,1250000
2,1,1320,8830,300,1939,425000
5,2.75,2550,7725,1160,1967,480000
4,1.75,2150,9000,1040,1966,550000
3,2,2250,14274,750,1964,624800
3,2.5,2650,9380,970,1975,590000
4,2.25,2010,7688,840,1979,229000
3,2,1780,5720,800,1925,680000
5,2.5,2850,209523,920,1925,450000
4,2.5,2100,8400,860,1976,468000
4,2.25,2380,17199,850,1979,470000
7,2.5,2580,5750,700,1901,599000
4,1.75,2100,4750,760,1975,759000
4,1.75,1820,5015,630,1926,300000
5,5.25,4830,18707,900,1952,1681000
3,1.5,1550,4980,470,1978,359000
4,3.25,4280,47179,1230,2002,734950
4,3.5,3650,38546,1100,1996,696000
4,2.5,2230,4372,690,1935,900000
3,1.75,3160,76230,1000,1978,625000
3,1.75,1850,5100,830,1909,580000
3,2.25,1980,8755,680,1963,309000
4,3.5,3360,9767,910,1990,412000
4,2.75,2700,6000,600,1910,749000
5,4.75,5780,17004,1520,2006,2321000
4,3.25,3730,4560,970,2013,595000
5,3.5,5430,10327,1420,2007,1240000
2,2,2930,14057,1250,1980,545000
2,2.5,2410,102366,470,1912,600000
6,2.75,2980,5000,500,1916,775000
2,1.75,1950,2719,940,1919,725000
4,2.75,2600,36583,1020,1976,610000
4,2,1840,5419,920,1942,639000
3,2.75,2220,4000,520,1914,800000
3,1.75,1580,9187,400,1993,263000
6,2.5,2640,3680,880,1922,880000
3,2,2320,10960,810,1956,657500
3,2.5,1770,1235,170,2007,436110
3,1.5,1620,6630,340,1954,620000
4,2.25,1740,8449,570,1958,455000
3,2.5,2970,23100,1460,1967,400000
5,3.25,3240,6551,740,1939,1234582
4,2.75,3150,67518,900,1965,370000
3,2.25,1820,8008,580,1981,475000
4,2.5,2130,35752,640,1980,580000
3,2.25,1670,1596,450,2002,505000
3,2.5,2700,1438,1420,2003,670000
4,2.25,2160,8119,1080,1966,440000
3,2.5,2190,11394,640,1956,1289900
4,1,2100,9200,1050,1959,2110000
4,2.75,3260,19542,1090,1968,188000
4,2.5,2800,5900,1140,1963,744312.5
4,2.75,2600,5390,1300,1960,0
6,2.75,3200,9200,1600,1953,0
5,3.5,3480,36615,990,1983,0
3,3.5,3020,4082,940,1954,439333.333333
3,2.25,1970,11088,790,1967,280000
5,1.5,1500,7112,740,1920,0
3,2.5,2280,2289,400,2006,500324
4,3,2920,33976,1460,1964,537500
4,2.25,2170,10500,900,1960,0
3,1.5,1770,17208,610,1959,254000
4,2.5,2550,10000,1260,1964,642000
5,4.5,4630,6324,1420,2006,0
4,4.5,5030,11023,1780,2008,0
4,1.5,2180,22870,900,1954,0
3,2,1510,7066,280,1973,300000
4,2.5,1840,1562,440,2004,274750
4,1,1530,7200,130,1948,135333.333333
3,1.75,2150,4333,950,1956,440825
5,3.75,5340,10655,1600,1912,195000
4,1.75,2420,7672,940,1979,257500
4,2.5,1860,6687,640,1983,268971.875
4,3.75,3300,4545,700,1926,0
4,1,1310,5200,150,1945,266066.666667
5,2.25,2000,7900,700,1986,0
3,3,1860,7440,820,1954,0
4,3,4060,35621,2030,1989,316850
4,2.5,1720,9600,600,1961,328211.904762
3,2,1300,3731,400,1993,450385.714286
3,1.75,2930,19876,900,1993,408900
2,1,1500,4120,620,1928,156766.666667
5,3.5,5960,13703,1190,1984,452500
2,1,1090,5000,360,1942,287919.782609
3,2.5,1840,3035,920,1926,678333.333333
5,2.75,2910,36250,1320,1977,542804.75
5,2.75,2740,5616,1070,1925,0
4,2.25,2290,5350,170,1958,535000
4,2,2580,6000,1280,1950,596165.428571
4,2.25,2980,8051,960,1935,535000
3,1.75,1980,6250,890,1910,440825
3,2.5,1710,1664,410,2003,2560498
3,2.75,2340,16500,840,1972,237333.333333
2,1,1470,7137,450,1941,458663.888889
4,2.5,3700,21755,1080,1988,812650
5,2.75,2910,53898,1400,1979,0
5,2,1910,7200,800,1951,0
3,2.5,2880,13500,1360,1950,0
3,1.75,1590,8219,620,1938,387884.615385
5,3.5,3690,11928,1150,2006,437500
4,1,2080,3500,820,1926,0
3,2.5,2210,10119,760,1966,210614.285714
4,3.25,2420,4000,550,1911,790000
3,3.5,1240,1666,240,2008,435500
3,2.5,2300,3060,790,1930,738190.857143
3,1.75,1760,12874,530,1967,497333.333333
3,2,2020,8555,800,1957,300000
4,3.25,2500,5801,540,1926,1036200
4,1.75,1580,5340,450,1947,351250
3,2.75,2750,18029,940,1978,540000
3,2,1570,7000,520,1971,233166.666667
3,2.25,2110,7665,750,1973,225279.428571
5,3,3330,19126,720,1977,950833.333333
3,1.75,1880,11249,550,1985,248400
4,2.25,2870,6280,890,1905,994500
4,2.5,1960,11600,980,1931,0
4,1,1810,7500,400,1959,0
3,4.5,5230,17826,1490,2005,0
5,2.5,3390,9760,1640,1978,288500
2,1,2550,21675,940,1958,180785.714286
4,5,4550,18641,1950,2002,0
3,1.75,2000,7560,700,1968,325187.5
3,1.75,1570,15330,490,1956,289987.5
3,2.5,1630,7700,510,1978,264270
3,1,1750,7800,600,1956,251555.555556
4,3,2370,3672,720,1916,471500
4,4.25,3500,8750,1360,1951,0
5,2.75,2520,16100,950,1960,542500
2,2.25,2130,4920,600,1941,0
3,2.5,1530,3210,520,1928,558653.846154
2,1.75,1530,3503,700,1916,318000
6,4.5,3830,4800,780,1919,1288333.33333
3,1.75,1490,1036,400,2008,584000
3,3,2470,7410,610,1977,245000
2,1.75,1990,4000,900,1952,454790
3,1,1560,7552,650,1948,282508.888889
3,1.5,1740,4200,100,1920,473200
4,2,1700,8640,850,1955,282766.666667
3,1,1890,3330,500,1901,486895
3,2.25,1620,1075,80,2009,430277.777778
3,1,1040,8892,240,1958,182805
3,1.75,1880,5752,940,1945,396166.666667
4,2,2090,6630,1020,1974,203400
